GeoFips,GeoName,LineCode,Description,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
48021,"Bastrop, TX",1,All industry total,875326,998840,1049061,1097260,1196196,1361405,1471861,1490895,1567580,1542899,1678398,1731745,1771286,1877165,1991112,2024878,2192484,2372845,2529069,2657701
48021,"Bastrop, TX",2,  Private industries,694966,805082,838581,883884,978363,1137314,1225238,1226050,1281297,1249889,1396696,1457187,1486598,1588705,1687639,1703449,1856812,2024921,2166746,2272216
48021,"Bastrop, TX",3,"    Agriculture, forestry, fishing and hunting",2109,3456,9246,11751,6752,6605,4683,15648,17317,7283,7363,9327,6598,2790,14915,6563,4261,6504,4571,4477
48021,"Bastrop, TX",6,"    Mining, quarrying, and oil and gas extraction",8259,7681,6934,7383,29954,71968,75019,97783,53591,46137,46944,48484,50355,51692,43456,41203,48021,44372,39773,38769
48021,"Bastrop, TX",10,    Utilities,142542,201741,216523,213819,212914,276034,282890,244817,316430,269643,328124,317111,291909,308033,296518,263964,214040,(D),276242,323499
48021,"Bastrop, TX",11,    Construction,86270,81448,90062,95136,117470,103169,131562,135134,145452,140207,143095,163085,151776,156925,165503,175263,210330,258150,276040,280291
48021,"Bastrop, TX",12,    Manufacturing,53753,57646,61565,70672,79674,96405,108040,106039,97338,100629,104775,100057,115917,122887,139078,143880,168072,202310,187511,189857
48021,"Bastrop, TX",13,      Durable goods manufacturing,39619,43068,38498,42566,44911,50781,59250,62888,54588,57260,63440,65577,70747,77330,77835,70783,78588,80669,82420,79343
48021,"Bastrop, TX",25,      Nondurable goods manufacturing,14134,14578,23067,28106,34763,45624,48790,43151,42750,43369,41335,34480,45169,45557,61242,73097,89485,121642,105091,110514
48021,"Bastrop, TX",34,    Wholesale trade,15742,20322,16036,21139,26105,32815,33726,31484,28974,30055,30727,37512,37094,38101,39335,35789,35832,29316,33182,32219
48021,"Bastrop, TX",35,    Retail trade,90589,97877,98340,96316,105004,107549,110996,113955,123684,129691,131281,147568,162177,175383,188685,194182,203470,225954,244493,272874
48021,"Bastrop, TX",36,    Transportation and warehousing,16126,13724,14108,17278,19831,21435,(D),25175,21994,27011,36453,39593,35370,37951,42795,39757,40738,45144,58965,53781
48021,"Bastrop, TX",45,    Information,7342,6913,7999,8476,8197,9761,12134,14598,16312,17205,15316,14465,20409,26125,44457,89151,137979,(D),(D),(D)
48021,"Bastrop, TX",50,"    Finance, insurance, real estate, rental, and leasing",125947,149871,152662,166003,181118,190076,184760,178607,207630,209835,264124,273565,304178,324915,348530,338514,387533,402539,437771,500280
48021,"Bastrop, TX",51,      Finance and insurance,26247,29907,29741,29850,29306,30724,26382,27611,33968,36716,36655,38779,37941,41373,43994,52504,54220,60292,63435,62908
48021,"Bastrop, TX",56,      Real estate and rental and leasing,99700,119964,122921,136153,151812,159352,158377,150995,173662,173118,227469,234785,266237,283542,304535,286011,333312,342247,374336,437372
48021,"Bastrop, TX",59,    Professional and business services,41750,49642,44925,53351,62651,64954,(D),82175,67972,74121,76429,81671,78440,84591,87621,89329,108283,(D),(D),(D)
48021,"Bastrop, TX",60,"      Professional, scientific, and technical services",32022,38638,31313,36982,44454,46278,48963,57527,42109,44687,46813,51603,46092,50887,53370,51582,57640,60638,70802,73369
48021,"Bastrop, TX",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),14998,(D),(D),(D)
48021,"Bastrop, TX",65,      Administrative and support and waste management and remediation services,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),35646,41251,52648,54373
48021,"Bastrop, TX",68,"    Educational services, health care, and social assistance",33900,37453,38898,41741,40906,44564,46659,47728,53818,58969,61773,69397,73986,81537,86440,97577,103170,105210,114434,112781
48021,"Bastrop, TX",69,      Educational services,1810,1865,(D),(D),2143,2180,2277,2132,2178,2501,2494,3077,2948,3038,3290,4210,4360,5352,6236,5758
48021,"Bastrop, TX",70,      Health care and social assistance,32090,35588,(D),(D),38763,42384,44382,45596,51640,56468,59279,66320,71038,78500,83150,93368,98810,99858,108199,107023
48021,"Bastrop, TX",75,"    Arts, entertainment, recreation, accommodation, and food services",31651,32541,36891,37202,43306,63713,91178,86085,81442,87023,97816,99908,101244,114553,120290,116106,117010,126322,136202,110058
48021,"Bastrop, TX",76,"      Arts, entertainment, and recreation",8067,6944,6477,4831,5370,4961,4719,4732,5172,5929,5835,4929,5239,4962,3665,3252,3681,5574,7619,4595
48021,"Bastrop, TX",79,      Accommodation and food services,23584,25597,30414,32371,37935,58752,86458,81353,76269,81094,91981,94978,96006,109591,116625,112854,113329,120748,128583,105463
48021,"Bastrop, TX",82,    Other services (except government and government enterprises),38986,44765,44392,43618,44483,48266,49269,46823,49341,52079,52476,55445,57145,63222,70017,72171,78071,78806,82541,81498
48021,"Bastrop, TX",83,Government and government enterprises,180360,193758,210480,213376,217833,224091,246622,264845,286283,293010,281702,274558,284688,288460,303473,321428,335672,347924,362324,385486
48021,"Bastrop, TX",,Addenda:,,,,,,,,,,,,,,,,,,,,
48021,"Bastrop, TX",87,Natural resources and mining,10367,11137,16180,19134,36706,78572,79701,113431,70909,53420,54307,57811,56953,54482,58371,47765,52283,50876,44345,43246
48021,"Bastrop, TX",88,Trade,106331,118199,114377,117455,131108,140364,144722,145439,152657,159746,162008,185079,199270,213484,228020,229972,239303,255270,277675,305093
48021,"Bastrop, TX",89,Transportation and utilities,158668,215465,230631,231097,232745,297470,(D),269992,338425,296654,364577,356703,327279,345984,339314,303721,254778,(D),335206,377281
48021,"Bastrop, TX",90,Manufacturing and information,61095,64560,69564,79147,87870,106166,120174,120637,113651,117834,120091,114522,136326,149012,183535,233031,306051,(D),(D),(D)
48021,"Bastrop, TX",91,Private goods-producing industries 2/,150390,150232,167807,184942,233850,278146,319304,354604,313699,294257,302177,320952,324645,334294,362951,366908,430685,511337,507896,513393
48021,"Bastrop, TX",92,Private services-providing industries 3/,544575,654850,670775,698942,744513,859168,905935,871446,967598,955632,1094519,1136234,1161953,1254411,1324688,1336541,1426126,1513584,1658850,1758822
48031,"Blanco, TX",1,All industry total,150283,163286,165286,178987,182069,194381,202608,207647,221328,231364,236577,275766,286958,318701,346831,352562,372540,404475,446311,471813
48031,"Blanco, TX",2,  Private industries,127126,139930,140791,153336,154845,166680,171757,175212,186466,196252,201027,239183,249405,280039,306430,311322,331550,362186,401759,425253
48031,"Blanco, TX",3,"    Agriculture, forestry, fishing and hunting",2898,5813,5216,6489,3941,2892,5455,5378,6694,2759,3914,6347,2807,2711,2449,5980,3015,5402,2914,3129
48031,"Blanco, TX",6,"    Mining, quarrying, and oil and gas extraction",675,649,1061,1248,1323,1773,1141,1401,913,957,984,1489,2881,2687,796,760,790,1008,1036,3979
48031,"Blanco, TX",10,    Utilities,21533,22476,23058,25022,24632,26875,8355,4273,4543,3977,2796,1727,2157,2700,2928,3119,3349,3599,(D),(D)
48031,"Blanco, TX",11,    Construction,16843,17858,18177,20814,22651,22768,22217,26147,27642,31100,32825,35681,36586,37027,58105,58995,63607,61138,69555,72013
48031,"Blanco, TX",12,    Manufacturing,4600,3815,3812,5576,5863,7388,9368,7961,8154,9456,11119,12213,17020,16405,20996,20456,28795,40740,47861,45240
48031,"Blanco, TX",13,      Durable goods manufacturing,3610,2733,1777,1248,(D),1821,1691,1674,1791,3119,3634,4194,3876,4067,4414,4720,4802,6251,7080,10547
48031,"Blanco, TX",25,      Nondurable goods manufacturing,989,1082,2035,4328,(D),5567,7677,6288,6363,6337,7485,8019,13144,12338,16582,15736,23992,34489,40781,34693
48031,"Blanco, TX",34,    Wholesale trade,4235,2028,2570,(D),(D),(D),(D),(D),(D),(D),10185,(D),(D),9486,(D),(D),(D),(D),(D),(D)
48031,"Blanco, TX",35,    Retail trade,9216,12093,13006,13071,12623,12950,11540,11296,12610,12506,13398,15366,20682,24256,24786,23691,23847,21323,24896,25872
48031,"Blanco, TX",36,    Transportation and warehousing,(D),(D),(D),(D),3706,(D),4059,4676,(D),4697,(D),8316,7781,(D),10560,14286,16532,14822,16654,16080
48031,"Blanco, TX",45,    Information,1417,2480,2693,3076,2663,2377,(D),2474,2253,1995,1587,(D),(D),(D),(D),(D),(D),1025,1265,1749
48031,"Blanco, TX",50,"    Finance, insurance, real estate, rental, and leasing",33717,37386,34343,35237,36819,41407,37295,36910,38884,40103,40759,67217,68933,86866,87335,82033,82118,91984,101192,120666
48031,"Blanco, TX",51,      Finance and insurance,7720,9026,(D),8557,8880,9151,9107,9120,9663,9434,9855,9992,9327,9292,9899,16381,11783,12146,11521,11176
48031,"Blanco, TX",56,      Real estate and rental and leasing,25996,28359,(D),26679,27939,32256,28188,27790,29221,30669,30903,57225,59606,77574,77436,65652,70335,79838,89671,109489
48031,"Blanco, TX",59,    Professional and business services,12193,13838,14764,17036,18111,19674,42421,44177,45758,51540,49863,50885,50681,54859,56637,58615,62220,69251,78134,83010
48031,"Blanco, TX",60,"      Professional, scientific, and technical services",(D),(D),(D),(D),(D),(D),9218,10545,10083,(D),(D),(D),(D),(D),(D),(D),(D),16771,(D),(D)
48031,"Blanco, TX",64,      Management of companies and enterprises,3660,3948,4021,4856,5992,7278,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
48031,"Blanco, TX",65,      Administrative and support and waste management and remediation services,(D),(D),(D),(D),(D),(D),(D),(D),(D),5832,6089,6198,6906,7867,7695,8284,8562,(D),15353,18916
48031,"Blanco, TX",68,"    Educational services, health care, and social assistance",5952,(D),6127,5962,5492,5688,5991,(D),7083,(D),(D),7331,8258,9123,10226,11244,11509,(D),9367,7004
48031,"Blanco, TX",69,      Educational services,162,167,(D),(D),14,52,225,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),476,410
48031,"Blanco, TX",70,      Health care and social assistance,5790,(D),(D),(D),5478,5636,5766,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),8890,6594
48031,"Blanco, TX",75,"    Arts, entertainment, recreation, accommodation, and food services",(D),5587,(D),6029,(D),6057,7111,8640,10701,11514,10821,10909,11014,12155,11747,12250,14815,19360,19625,16448
48031,"Blanco, TX",76,"      Arts, entertainment, and recreation",(D),(D),(D),(D),(D),(D),(D),(D),964,1306,1362,1167,1475,1526,1836,2080,2804,3732,4178,3878
48031,"Blanco, TX",79,      Accommodation and food services,(D),(D),(D),(D),(D),(D),(D),(D),9737,10207,9459,9742,9540,10629,9911,10170,12011,15629,15447,12570
48031,"Blanco, TX",82,    Other services (except government and government enterprises),6324,7254,7096,7557,7535,8130,8010,8153,8574,9035,9186,9927,9980,(D),(D),10641,11272,12632,12726,12633
48031,"Blanco, TX",83,Government and government enterprises,23158,23356,24495,25651,27223,27701,30851,32435,34862,35112,35550,36583,37553,38663,40400,41239,40989,42289,44552,46560
48031,"Blanco, TX",,Addenda:,,,,,,,,,,,,,,,,,,,,
48031,"Blanco, TX",87,Natural resources and mining,3573,6462,6277,7737,5264,4665,6596,6779,7607,3716,4898,7835,5688,5398,3245,6740,3805,6410,3950,7108
48031,"Blanco, TX",88,Trade,13451,14121,15576,(D),(D),(D),(D),(D),(D),(D),23583,(D),(D),33742,(D),(D),(D),(D),(D),(D)
48031,"Blanco, TX",89,Transportation and utilities,(D),(D),(D),(D),28338,(D),12414,8949,(D),8673,(D),10042,9938,(D),13488,17405,19882,18421,(D),(D)
48031,"Blanco, TX",90,Manufacturing and information,6016,6296,6505,8652,8527,9765,(D),10436,10407,11451,12707,(D),(D),(D),(D),(D),(D),41765,49126,46989
48031,"Blanco, TX",91,Private goods-producing industries 2/,25015,28135,28266,34127,33779,34820,38181,40888,43404,44272,48843,55729,59295,58829,82346,86191,96206,108288,121366,124361
48031,"Blanco, TX",92,Private services-providing industries 3/,102110,111795,112526,119208,121067,131859,133576,134324,143063,151980,152184,183454,190110,221209,224084,225132,235344,253899,280393,300893
48053,"Burnet, TX",1,All industry total,650118,706986,745098,833134,885876,1000456,1050729,1102219,1083637,1113038,1141933,1227453,1266377,1374883,1410883,1458727,1554083,1638580,1766657,1834245
48053,"Burnet, TX",2,  Private industries,557378,608673,641224,725874,773873,879693,913974,957927,929084,955052,986526,1067093,1103130,1207700,1236492,1277072,1359609,1436973,1557097,1615564
48053,"Burnet, TX",3,"    Agriculture, forestry, fishing and hunting",2958,(D),(D),6119,2997,1095,2006,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2382,(D)
48053,"Burnet, TX",6,"    Mining, quarrying, and oil and gas extraction",4469,5130,5020,7858,11355,13156,11832,14961,14897,9082,9065,9428,8428,12017,12002,12062,17350,15263,35110,36277
48053,"Burnet, TX",10,    Utilities,9572,9374,9693,12091,12244,11148,14934,12844,13508,11436,12149,11012,10279,10684,12115,15714,14220,16940,19953,20019
48053,"Burnet, TX",11,    Construction,71534,74757,66903,69168,74777,97174,102267,117534,110156,104000,103238,100948,114057,124727,138111,149416,155554,158183,196161,218155
48053,"Burnet, TX",12,    Manufacturing,50318,51291,60725,92854,101350,118055,120812,126116,108877,120461,123657,127035,135724,147672,163096,154487,170198,163995,147431,149384
48053,"Burnet, TX",13,      Durable goods manufacturing,44102,42073,43795,57195,64695,67322,(D),75959,60501,(D),(D),(D),73172,81369,78550,63880,54440,55686,62392,77688
48053,"Burnet, TX",25,      Nondurable goods manufacturing,6216,9218,16931,35659,36655,50733,(D),50157,48376,(D),(D),(D),62552,66304,84545,90607,115757,108309,85039,71696
48053,"Burnet, TX",34,    Wholesale trade,22714,24093,25407,37173,44218,49739,55229,64649,72519,75880,78408,92534,86066,93065,79299,75141,71360,79366,85078,90310
48053,"Burnet, TX",35,    Retail trade,78319,83575,91179,94224,100452,102527,100785,100556,104882,110022,113190,115925,123736,130260,133620,139118,142904,150501,157486,172359
48053,"Burnet, TX",36,    Transportation and warehousing,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
48053,"Burnet, TX",45,    Information,13695,15552,31272,41298,33247,46866,54975,55263,33968,25850,26561,26737,35505,33539,34335,36869,39918,49697,51539,50628
48053,"Burnet, TX",50,"    Finance, insurance, real estate, rental, and leasing",135307,153977,135245,139247,152905,174175,161045,159476,168789,182750,182553,234181,239040,266787,261955,268926,293241,314782,348716,411854
48053,"Burnet, TX",51,      Finance and insurance,40823,49871,33734,33254,36448,37977,37514,36000,39318,38306,37950,40226,40123,40250,39787,36569,39044,42058,48138,50582
48053,"Burnet, TX",56,      Real estate and rental and leasing,94484,104106,101512,105993,116457,136199,123532,123476,129471,144444,144603,193955,198917,226536,222168,232357,254197,272724,300578,361271
48053,"Burnet, TX",59,    Professional and business services,46849,52104,67980,(D),(D),(D),110817,113308,99917,110167,112988,110811,106273,120667,110584,106281,121644,129154,(D),130479
48053,"Burnet, TX",60,"      Professional, scientific, and technical services",27366,32356,33276,(D),(D),(D),(D),49975,46754,46846,47537,48780,51138,55893,59531,60856,63648,65776,73805,73501
48053,"Burnet, TX",64,      Management of companies and enterprises,3661,3950,4022,(D),(D),(D),(D),12200,10265,10345,10841,11405,11088,12318,12619,12971,18698,23747,(D),17205
48053,"Burnet, TX",65,      Administrative and support and waste management and remediation services,15823,15798,30682,39184,41341,46966,50554,51133,42898,52975,54610,50626,44046,52457,38434,32454,39298,39631,(D),39773
48053,"Burnet, TX",68,"    Educational services, health care, and social assistance",(D),44632,49279,53835,57484,62471,(D),75382,87036,98175,106957,102427,104855,114885,125668,147505,154433,162742,183138,173503
48053,"Burnet, TX",69,      Educational services,(D),2141,2880,3941,4310,4480,(D),5992,6698,7495,7881,7024,7337,7847,8561,9560,10060,10921,12020,10517
48053,"Burnet, TX",70,      Health care and social assistance,(D),42491,46399,49894,53175,57991,(D),69390,80339,90680,99076,95404,97518,107038,117107,137945,144372,151821,171118,162985
48053,"Burnet, TX",75,"    Arts, entertainment, recreation, accommodation, and food services",45301,50887,50848,47678,46877,53484,56708,55275,55253,55870,58748,61937,69148,79657,88675,95016,98217,105133,101996,81228
48053,"Burnet, TX",76,"      Arts, entertainment, and recreation",9735,10498,10394,10388,9051,8483,8490,7639,7941,7883,8694,9591,9901,8807,9537,9396,8267,7762,15036,7152
48053,"Burnet, TX",79,      Accommodation and food services,35567,40389,40454,37290,37826,45000,48217,47637,47312,47987,50054,52346,59247,70850,79138,85620,89950,97371,86960,74076
48053,"Burnet, TX",82,    Other services (except government and government enterprises),31799,36311,35674,37042,40898,44017,42419,37877,38083,37675,38387,38693,37042,39727,42070,45390,46673,51637,55624,53427
48053,"Burnet, TX",83,Government and government enterprises,92740,98312,103874,107260,112003,120763,136755,144291,154552,157987,155407,160360,163247,167182,174392,181655,194474,201607,209561,218681
48053,"Burnet, TX",,Addenda:,,,,,,,,,,,,,,,,,,,,
48053,"Burnet, TX",87,Natural resources and mining,7427,(D),(D),13976,14351,14251,13837,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),37491,(D)
48053,"Burnet, TX",88,Trade,101032,107668,116586,131396,144670,152266,156014,165205,177401,185901,191598,208458,209803,223326,212919,214260,214264,229867,242565,262669
48053,"Burnet, TX",89,Transportation and utilities,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
48053,"Burnet, TX",90,Manufacturing and information,64013,66843,91997,134152,134597,164921,175786,181379,142845,146311,150219,153772,171229,181211,197430,191356,210116,213692,198970,200012
48053,"Burnet, TX",91,Private goods-producing industries 2/,129279,(D),(D),175999,190478,229480,236916,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),381083,(D)
48053,"Burnet, TX",92,Private services-providing industries 3/,428099,(D),(D),549875,583394,650212,677057,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1176014,(D)
48089,"Colorado, TX",1,All industry total,507287,517580,571095,614686,687483,800304,822985,859816,726629,733721,758133,767846,1047301,1014426,854435,816040,861935,838044,878566,858922
48089,"Colorado, TX",2,  Private industries,459986,468140,519296,562971,633929,746921,767041,802382,667394,674641,696314,702067,979908,946039,782109,739838,783624,756853,795195,772519
48089,"Colorado, TX",3,"    Agriculture, forestry, fishing and hunting",18898,22695,33955,40770,18212,26753,7345,15254,16815,8735,8862,13985,54412,21818,16034,13456,10184,14607,10558,11228
48089,"Colorado, TX",6,"    Mining, quarrying, and oil and gas extraction",131584,117325,149637,159034,232991,303480,302673,310201,162493,150081,144502,109998,115648,169500,100972,72937,88713,89032,84019,48995
48089,"Colorado, TX",10,    Utilities,1016,1117,1050,1123,902,949,1028,1039,1016,1032,1078,1042,1128,1167,1256,2807,3582,3311,2568,2029
48089,"Colorado, TX",11,    Construction,31950,34481,35230,33477,39450,38503,41771,50046,53247,53188,60172,57108,56941,61880,68940,78408,80982,70432,69470,71311
48089,"Colorado, TX",12,    Manufacturing,43688,47032,46344,70316,77002,83844,111825,105241,100894,112473,108956,128023,356752,280618,178271,163019,176248,147032,151169,146765
48089,"Colorado, TX",13,      Durable goods manufacturing,36594,40368,38609,61119,68440,74220,101396,96288,90984,105227,101580,121413,348552,270974,167993,152516,166302,137046,141037,136225
48089,"Colorado, TX",25,      Nondurable goods manufacturing,7093,6664,7735,9197,8562,9624,10429,8953,9910,7247,7377,6610,8200,9644,10278,10503,9945,9985,10132,10540
48089,"Colorado, TX",34,    Wholesale trade,12920,12948,13165,15930,19642,20485,20803,23642,23761,26788,29594,36078,36126,37257,34319,26895,24013,24040,26556,(D)
48089,"Colorado, TX",35,    Retail trade,45846,48572,49828,44325,39150,40740,43719,44079,45777,44844,43028,44555,48164,50688,52928,52711,54484,56703,58369,64653
48089,"Colorado, TX",36,    Transportation and warehousing,15845,14261,15777,20579,24683,29626,29842,21751,19353,19715,30212,32464,33114,36223,34866,38488,39138,41389,41877,40355
48089,"Colorado, TX",45,    Information,4282,4899,4626,4246,3699,3958,4773,5106,5140,5097,4808,5393,5655,5141,3516,2609,1632,1633,1703,1728
48089,"Colorado, TX",50,"    Finance, insurance, real estate, rental, and leasing",71545,74631,76197,78239,80548,96227,97789,112066,118345,122377,127602,125319,125459,133149,139918,141462,154844,153091,181628,198038
48089,"Colorado, TX",51,      Finance and insurance,18676,20173,18851,16867,16650,16996,14896,14597,18394,20234,20862,23005,23490,23609,24541,28401,27186,27780,25792,25769
48089,"Colorado, TX",56,      Real estate and rental and leasing,52869,54458,57346,61372,63898,79231,82893,97469,99951,102143,106740,102314,101969,109540,115378,113061,127658,125311,155836,172269
48089,"Colorado, TX",59,    Professional and business services,14234,15930,18000,19674,22230,25006,27798,33504,34088,36982,39247,41607,44937,49858,49732,43197,45330,49108,53870,(D)
48089,"Colorado, TX",60,"      Professional, scientific, and technical services",(D),(D),(D),8168,9009,10420,11596,13356,13758,14015,15083,16441,(D),(D),(D),18688,(D),18708,21690,21601
48089,"Colorado, TX",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),(D),(D),(D),(D),10881,11323,12192,(D),(D),(D),(D),(D),(D),(D),(D)
48089,"Colorado, TX",65,      Administrative and support and waste management and remediation services,3552,4157,6088,(D),(D),(D),(D),(D),(D),12087,12842,12975,15643,17695,15551,(D),(D),(D),(D),(D)
48089,"Colorado, TX",68,"    Educational services, health care, and social assistance",36174,39355,40746,41752,39929,41093,41270,44239,47773,50803,54230,60507,55258,52912,54472,57042,58947,58157,61895,58557
48089,"Colorado, TX",69,      Educational services,(D),(D),(D),(D),(D),1976,(D),(D),2603,2885,(D),(D),(D),(D),(D),(D),(D),(D),5904,5371
48089,"Colorado, TX",70,      Health care and social assistance,(D),(D),(D),(D),(D),39116,(D),(D),45170,47919,(D),(D),(D),(D),(D),(D),(D),(D),55992,53186
48089,"Colorado, TX",75,"    Arts, entertainment, recreation, accommodation, and food services",16608,17881,17921,16722,16793,16529,17281,18447,20797,23639,25379,26552,26387,23838,24282,25300,25787,28558,31639,29478
48089,"Colorado, TX",76,"      Arts, entertainment, and recreation",2503,3011,4000,4035,4120,4225,4273,4144,4886,5964,7275,7130,7110,4424,4770,6253,7732,9313,10918,10691
48089,"Colorado, TX",79,      Accommodation and food services,14105,14870,13921,12687,12673,12305,13008,14303,15911,17674,18104,19422,19277,19415,19512,19047,18056,19245,20721,18787
48089,"Colorado, TX",82,    Other services (except government and government enterprises),15396,17012,16820,16784,18699,19728,19124,17768,17895,18886,18644,19435,19927,21990,22603,21507,19740,19762,19873,19539
48089,"Colorado, TX",83,Government and government enterprises,47301,49440,51799,51715,53553,53383,55944,57435,59235,59079,61818,65779,67393,68387,72326,76202,78312,81191,83371,86403
48089,"Colorado, TX",,Addenda:,,,,,,,,,,,,,,,,,,,,
48089,"Colorado, TX",87,Natural resources and mining,150482,140020,183592,199804,251203,330233,310017,325455,179308,158816,153364,123984,170060,191318,117006,86392,98897,103639,94577,60223
48089,"Colorado, TX",88,Trade,58766,61520,62993,60255,58792,61224,64523,67721,69539,71633,72622,80633,84290,87945,87248,79606,78497,80742,84925,(D)
48089,"Colorado, TX",89,Transportation and utilities,16861,15378,16827,21702,25585,30575,30870,22790,20369,20747,31290,33506,34242,37390,36122,41295,42720,44700,44445,42383
48089,"Colorado, TX",90,Manufacturing and information,47970,51931,50970,74562,80701,87802,116598,110347,106034,117570,113764,133416,362407,285759,181787,165628,177879,148664,152873,148493
48089,"Colorado, TX",91,Private goods-producing industries 2/,226120,221533,265166,303598,367655,452580,463613,480742,333449,324477,322492,309115,583753,533816,364216,327820,356126,321102,315217,278298
48089,"Colorado, TX",92,Private services-providing industries 3/,233866,246607,254130,259373,266275,294341,303428,321640,333945,350164,373822,392952,396155,412223,417893,412018,427498,435751,479978,494220
48149,"Fayette, TX",1,All industry total,1310338,1212953,1366882,1320759,1357825,1456946,1567138,1641693,1505652,1528666,1613724,1562017,1846705,1887289,1550374,1451058,1610714,1615199,1646933,1531340
48149,"Fayette, TX",2,  Private industries,1232728,1125463,1278029,1228204,1263441,1358533,1460341,1527874,1389676,1409405,1494951,1437660,1727751,1762914,1427335,1329609,1483085,1482230,1509398,1390172
48149,"Fayette, TX",3,"    Agriculture, forestry, fishing and hunting",6246,11959,17734,17681,6187,(D),4644,15445,15862,3264,5818,7395,2831,3625,3908,12975,6080,11416,5150,5726
48149,"Fayette, TX",6,"    Mining, quarrying, and oil and gas extraction",253762,212983,286784,296080,340236,343272,351912,390090,218192,249201,284268,342796,486837,547473,237461,144614,194027,203787,200950,104595
48149,"Fayette, TX",10,    Utilities,456640,382344,461987,422309,402566,428631,505598,490208,525461,519990,502087,363804,454994,407854,368612,421252,480370,421434,425024,403801
48149,"Fayette, TX",11,    Construction,31311,32813,34591,39250,38282,33771,34496,36382,43498,44009,40645,48273,50107,50467,50767,49656,51240,49477,50793,52131
48149,"Fayette, TX",12,    Manufacturing,159411,144227,135530,102157,103549,124847,121305,89736,65483,65513,72882,75265,80525,76478,72953,62171,72893,80854,85596,76975
48149,"Fayette, TX",13,      Durable goods manufacturing,138041,120925,110779,74714,76088,95559,91737,60911,35512,37711,44626,45376,47135,43734,40694,36849,50822,58679,62142,50570
48149,"Fayette, TX",25,      Nondurable goods manufacturing,21370,23303,24752,27443,27461,29288,29568,28825,29971,27801,28256,29889,33390,32743,32259,25322,22071,22175,23454,26405
48149,"Fayette, TX",34,    Wholesale trade,27540,27961,29592,33298,37699,42393,48043,55466,60463,70342,79523,91598,84612,79389,76456,68897,65171,68944,69223,77270
48149,"Fayette, TX",35,    Retail trade,40761,41840,40796,46854,56994,54853,55107,55795,58061,64320,65699,69592,76382,81139,85249,85612,87643,92624,96721,104412
48149,"Fayette, TX",36,    Transportation and warehousing,32396,27626,34813,34652,36515,(D),71619,(D),(D),(D),(D),(D),(D),114014,(D),(D),(D),(D),(D),(D)
48149,"Fayette, TX",45,    Information,13289,12871,13064,14699,15195,15770,18800,20418,18729,17710,17080,16258,17497,17560,20931,23261,25980,28341,27263,26824
48149,"Fayette, TX",50,"    Finance, insurance, real estate, rental, and leasing",104847,116837,108545,109253,114225,129183,120390,117884,134582,138405,172090,166184,187121,213579,229051,224754,246316,274133,287964,307147
48149,"Fayette, TX",51,      Finance and insurance,37945,44489,40135,36446,36431,48244,36860,35586,39951,43815,47591,48815,45516,48045,51954,57284,56520,64010,62262,60707
