Region,Year,Use,Type,Type_Category,Source,Volume,First Decade Cost,Last Decade Cost,2022_Cost
F,2021,Mun,Subordination,Subordination,SW,2500,0,0,nan
F,2021,Mun,Subordination,Subordination,SW,491,0,0,nan
F,2021,Mun,Voluntary_trans,Voluntary transfer,SW,80,0,0,0
F,2021,Mun,Voluntary_trans,Voluntary transfer,SW,50,0,0,0
F,2021,Irr,Conservation,Conservation,Conservation,2037,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,295,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,650,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,83,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,47,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,539,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,113,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,2050,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,757,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,158,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,5474,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,745,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,349,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,549,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,2716,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,256,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,3305,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,373,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,109,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,983,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,135,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,168,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,5099,21,0,25
F,2021,Irr,Conservation,Conservation,Conservation,1560,21,0,25
F,2021,Min,Conservation,Conservation,Conservation,176,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,21,1117,0,1318
F,2021,Min,Conservation,Conservation,Conservation,67,654,0,772
F,2021,Min,Conservation,Conservation,Conservation,16,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,4,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,15,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,22,733,0,865
F,2021,Min,Conservation,Conservation,Conservation,134,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,59,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,28,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,49,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,24,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,236,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,35,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,231,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,21,970,0,1145
F,2021,Min,Conservation,Conservation,Conservation,62,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,9,632,0,746
F,2021,Min,Conservation,Conservation,Conservation,16,903,0,1066
F,2021,Min,Conservation,Conservation,Conservation,25,1617,0,1908
F,2021,Min,Conservation,Conservation,Conservation,22,931,0,1099
F,2021,Min,Conservation,Conservation,Conservation,24,1595,0,1882
F,2021,Min,Conservation,Conservation,Conservation,47,792,0,935
F,2021,Min,Conservation,Conservation,Conservation,53,632,0,746
F,2021,Mun,Voluntary_trans,Voluntary transfer,SW,445,3730,2769,4401
F,2021,Mun,Voluntary_trans,Voluntary transfer,SW,212,668,355,788
F,2021,Mun,Voluntary_trans,Voluntary transfer,SW,491,0,0,0
F,2021,Mun,Water_treatment,Treatment,Treatment,800,1720,816,2030
F,2021,Mun,Water_treatment,Treatment,Treatment,15700,1111,738,1311
F,2021,Mun,Water_treatment,Treatment,Treatment,11210,1128,471,1331
F,2021,Mun,Water_treatment,Treatment,Treatment,1200,2069,327,2441
F,2021,Mun,Water_treatment,Treatment,Treatment,700,856,594,1010
F,2021,Mun,Water_treatment,Treatment,Treatment,6101,1701,1025,2007
F,2021,Mun,Subordination,Subordination,SW,1000,0,0,nan
K,2021,Irr,Demand_reduction,Drought management strategies,Conservation,7727,66,,78
K,2021,Irr,Demand_reduction,Drought management strategies,Conservation,7813,66,,78
K,2021,Irr,Demand_reduction,Drought management strategies,Conservation,137,66,,78
K,2021,Irr,Demand_reduction,Drought management strategies,Conservation,15793,66,,78
K,2021,Irr,Develop GW,Groundwater,GW,510,180,,212
K,2021,Min,Develop GW,Groundwater,GW,300,534,,630
K,2021,Min,Develop GW,Groundwater,GW,1000,432,,510
K,2021,Min,Develop GW,Groundwater,GW,1000,307,,362
O,2021,Manufacturing,Develop GW,Groundwater,GW,1200,231,51,273
O,2021,Min,Develop GW,Groundwater,GW,1600,121,34,143
O,2021,Min,Develop GW,Groundwater,GW,640,148,39,175
O,2021,Min,Develop GW,Groundwater,GW,640,192,48,227
F,2021,Manufacturing,Develop GW,Groundwater,GW,500,274,46,323
F,2021,Manufacturing,Develop GW,Groundwater,GW,160,356,56,420
K,2021,Mun,ASR,ASR,GW,10500,2234,,2636
K,2021,Mun,ASR,ASR,GW,600,1398,,1650
K,2021,Mun,ASR,ASR,GW,289,2190,,2584
K,2021,Mun,ASR,ASR,GW,1000,442,,522
K,2021,Mun,ASR,ASR,GW,289,2190,,2584
K,2021,Mun,ASR,ASR,GW,146,3842,,4534
K,2021,Mun,ASR,ASR,GW,3000,2119,,2500
K,2021,Mun,ASR_Desal,ASR,GW,800,1951,,2302
K,2021,Mun,Brush control,Brush control,Brush control,708,1190,,1404
K,2021,Mun,Brush control,Brush control,Brush control,1215,1190,,1404
K,2021,Mun,Brush control,Brush control,Brush control,83,1190,,1404
K,2021,Mun,Brush control,Brush control,Brush control,83,1190,,1404
K,2021,Mun,Conservation,Conservation,Conservation,36,3167,,3737
K,2021,Mun,Conservation,Conservation,Conservation,30,770,,909
K,2021,Mun,Conservation,Conservation,Conservation,30120,1343,,1585
K,2021,Mun,Conservation,Conservation,Conservation,139,429,,506
K,2021,Min,Direct_reuse ,Reuse,Reuse,600,1597,,1884
K,2021,Mun,Conservation,Conservation,Conservation,258,397,,468
K,2021,Mun,Conservation,Conservation,Conservation,558,1109,,1309
K,2021,Mun,Conservation,Conservation,Conservation,205,541,,638
K,2021,Mun,Conservation,Conservation,Conservation,21,5625,,6638
K,2021,Mun,Conservation,Conservation,Conservation,499,1148,,1355
K,2021,Mun,Conservation,Conservation,Conservation,90,681,,804
K,2021,Mun,Conservation,Conservation,Conservation,694,684,,807
K,2021,Mun,Conservation,Conservation,Conservation,586,824,,972
K,2021,Mun,Conservation,Conservation,Conservation,384,537,,634
K,2021,Mun,Conservation,Conservation,Conservation,28,2512,,2964
K,2021,Mun,Conservation,Conservation,Conservation,263,1264,,1492
K,2021,Mun,Conservation,Conservation,Conservation,190,2090,,2466
K,2021,Mun,Conservation,Conservation,Conservation,102,7585,,8950
K,2021,Mun,Conservation,Conservation,Conservation,92,2506,,2957
K,2021,Mun,Conservation,Conservation,Conservation,20,2502,,2952
K,2021,Mun,Conservation,Conservation,Conservation,417,1593,,1880
K,2021,Mun,Conservation,Conservation,Conservation,486,1208,,1425
K,2021,Mun,Conservation,Conservation,Conservation,68,563,,664
K,2021,Mun,Conservation,Conservation,Conservation,92,1154,,1362
K,2021,Mun,Conservation,Conservation,Conservation,1234,574,,677
K,2021,Mun,Conservation,Conservation,Conservation,35,1326,,1565
K,2021,Mun,Conservation,Conservation,Conservation,59,1800,,2124
K,2021,Mun,Conservation,Conservation,Conservation,226,896,,1057
K,2021,Mun,Conservation,Conservation,Conservation,169,598,,706
K,2021,Mun,Conservation,Conservation,Conservation,1114,542,,640
K,2021,Mun,Conservation,Conservation,Conservation,560,336,,396
K,2021,Mun,Conservation,Conservation,Conservation,23,3255,,3841
K,2021,Mun,Conservation,Conservation,Conservation,39,3825,,4514
K,2021,Mun,Conservation,Conservation,Conservation,47,1353,,1597
K,2021,Mun,Conservation,Conservation,Conservation,11,3635,,4289
K,2021,Mun,Conservation,Conservation,Conservation,63,2835,,3345
K,2021,Mun,Conservation,Conservation,Conservation,914,697,,822
K,2021,Mun,Conservation,Conservation,Conservation,1015,588,,694
K,2021,Mun,Conservation,Conservation,Conservation,263,931,,1099
K,2021,Mun,Conservation,Conservation,Conservation,450,324,,382
K,2021,Mun,Conservation,Conservation,Conservation,1801,473,,558
K,2021,Mun,Conservation,Conservation,Conservation,12,5140,,6065
K,2021,Mun,Conservation,Conservation,Conservation,271,582,,687
K,2021,Mun,Conservation,Conservation,Conservation,60,2030,,2395
K,2021,Irr,Expand GW,Groundwater,GW,8050,178,,210
K,2021,Irr,Expand GW,Groundwater,GW,300,430,,507
K,2021,Irr,Expand GW,Groundwater,GW,300,403,,476
K,2021,Irr,Expand GW,Groundwater,GW,5600,174,,205
K,2021,Mun,Conservation,Conservation,Conservation,54,516,,609
K,2021,Min,Expand GW,Groundwater,GW,1000,581,,686
K,2021,Min,Expand GW,Groundwater,GW,600,373,,440
K,2021,Mun,Conservation,Conservation,Conservation,789,560,,661
K,2021,Mun,Conservation,Conservation,Conservation,674,1607,,1896
K,2021,Mun,Conservation,Conservation,Conservation,69,974,,1149
K,2021,Mun,Conservation,Conservation,Conservation,116,678,,800
K,2021,Mun,Conservation,Conservation,Conservation,319,750,,885
K,2021,Mun,Conservation,Conservation,Conservation,378,623,,735
K,2021,Mun,Conservation,Conservation,Conservation,235,828,,977
K,2021,Mun,Conservation,Conservation,Conservation,200,365,,431
K,2021,Mun,Conservation,Conservation,Conservation,65,1402,,1654
K,2021,Mun,Conservation,Conservation,Conservation,59,1736,,2048
K,2021,Mun,Conservation,Conservation,Conservation,183,369,,435
K,2021,Mun,Conservation,Conservation,Conservation,27,925,,1092
K,2021,Mun,Conservation,Conservation,Conservation,731,399,,471
K,2021,Mun,Conservation,Conservation,Conservation,1440,389,,459
K,2021,Mun,Conservation,Conservation,Conservation,3658,549,,648
K,2021,Mun,Conservation,Conservation,Conservation,43,2129,,2512
K,2021,Mun,Conservation,Conservation,Conservation,146,300,,354
K,2021,Mun,Conservation,Conservation,Conservation,190,400,,472
K,2021,Mun,Conservation,Conservation,Conservation,146,544,,642
K,2021,Mun,Conservation,Conservation,Conservation,152,849,,1002
K,2021,Mun,Conservation,Conservation,Conservation,5460,401,,473
K,2021,Mun,Conservation,Conservation,Conservation,122,2655,,3133
K,2021,Mun,Conservation,Conservation,Conservation,96,1318,,1555
K,2021,Mun,Conservation,Conservation,Conservation,13,2060,,2431
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,4321,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,12423,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,58,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,130,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,849,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,68,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,606,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,89,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,63,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,85,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,813,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,362,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,13,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,20,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,393,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,11,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,169,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,89,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,68,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,398,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,98,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,834,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,92,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,156,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,99,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,155,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,11,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,53,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,31,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,43,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,206,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,239,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,17,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,38,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,7,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,5,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,972,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,73,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,190,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,30,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,155,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,69,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,535,66,,78
K,2021,Power_Steam_Elec,Austin_return_flows,Return_flows,SW,4300,145,,171
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,14,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,19,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,17,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,72,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,38,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,70,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,114,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,76,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,41,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,576,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,228,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,87,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,150,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,66,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,42,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,51,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,226,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,384,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,430,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,645,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,48,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,144,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,183,66,,78
K,2021,Power_Steam_Elec,Austin_return_flows,Return_flows,SW,11984,119,,140
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,302,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,799,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,772,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,24,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,113,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,40,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,25,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,53,66,,78
K,2021,Power_Steam_Elec,Blend brakish water ,Blend brakish water ,SW,3000,0,,0
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,23,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,34,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,4423,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,31,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,52,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,179,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,99,66,,78
K,2021,Power_Steam_Elec,Conservation,Conservation,Conservation,82,262,,309
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,162,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,130,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,83,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,137,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,343,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,75,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,172,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,20,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,12,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,49,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,364,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,748,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,1882,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,385,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,60,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,77,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,62,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,76,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,69,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,2215,66,,78
K,2021,Power_Steam_Elec,Conservation,Conservation,Conservation,720,262,,309
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,343,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,81,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,19,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,18,66,,78
K,2021,Mun,Demand_reduction,Drought management strategies,Conservation,560,66,,78
K,2021,Mun,Desal,Desal,Treatment,500,1951,,2302
K,2021,Mun,Develop GW,Groundwater,GW,400,1693,,1998
K,2021,Mun,Develop GW,Groundwater,GW,100,3830,,4519
K,2021,Mun,Develop GW,Groundwater,GW,100,3960,,4673
K,2021,Mun,Develop GW,Groundwater,GW,700,1887,,2227
K,2021,Power_Steam_Elec,Conservation,Conservation,Conservation,99,262,,309
K,2021,Mun,Develop GW,Groundwater,GW,300,2063,,2434
K,2021,Mun,Develop GW,Groundwater,GW,100,3830,,4519
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,5400,2534,,2990
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,14583,995,,1174
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,8330,366,,432
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,146,705,,832
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,520,0,,0
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,531,251,,296
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,132,5977,,7053
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,154,669,,789
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,448,140,,165
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,900,306,,361
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,300,296,,349
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,510,1410,,1664
K,2021,Mun,Direct_nonpotable_reuse,Reuse,Reuse,224,212,,250
K,2021,Power_Steam_Elec,Direct_nonpotable_reuse,Reuse,Reuse,1750,995,,1174
K,2021,Mun,Direct_potable_reuse,Reuse,Reuse,2240,1440,,1699
K,2021,Mun,Direct_potable_reuse,Reuse,Reuse,560,2582,,3047
K,2021,Mun,Direct_potable_reuse,Reuse,Reuse,280,3764,,4442
K,2021,Mun,Direct_potable_reuse,Reuse,Reuse,336,2893,,3414
K,2021,Mun,Direct_reuse ,Reuse,Reuse,75,0,,0
K,2021,Mun,Expand GW,Groundwater,GW,550,1001,,1181
K,2021,Mun,Expand GW,Groundwater,GW,75,53,,63
K,2021,Mun,Expand GW,Groundwater,GW,2000,1235,,1457
K,2021,Mun,Expand GW,Groundwater,GW,1067,200,,236
K,2021,Mun,Expand GW,Groundwater,GW,762,1430,,1687
K,2021,Mun,Expand GW,Groundwater,GW,133,1218,,1437
K,2021,Mun,Expand GW,Groundwater,GW,41,49,,58
K,2021,Mun,Expand GW,Groundwater,GW,145,1127,,1330
K,2021,Mun,Expand GW,Groundwater,GW,300,1023,,1207
K,2021,Mun,Expand GW,Groundwater,GW,100,70,,83
K,2021,Power_Steam_Elec,Return_flows,Return_flows,SW,3000,149,,176
K,2021,Mun,Expand GW,Groundwater,GW,20,50,,59
K,2021,Mun,Expand GW,Groundwater,GW,50,120,,142
K,2021,Mun,Expand GW,Groundwater,GW,3000,272,,321
K,2021,Mun,Operations_SW,SW Operations,SW,1250,436,,514
K,2021,Mun,Operations_SW,SW Operations,SW,3000,36,,42
K,2021,Mun,Rainwater_harvesting,Rain harvesting,Rain,184,645,,761
K,2021,Mun,Rainwater_harvesting,Rain harvesting,Rain,2890,1165,,1375
K,2021,Mun,Rainwater_harvesting,Rain harvesting,Rain,31,24962,,29455
K,2021,Mun,Rainwater_harvesting,Rain harvesting,Rain,57,24961,,29454
K,2021,Mun,Reservoir_new,Reservoir,SW,2000,719,,848
K,2021,Mun,Reservoir_new,Reservoir,SW,5397,779,,919
F,2021,Irr,Subordination,Subordination,SW,162,0,0,nan
F,2021,Irr,Subordination,Subordination,SW,2,0,0,nan
F,2021,Manufacturing,Subordination,Subordination,SW,199,0,0,nan
F,2021,Power_Steam_Elec,Reuse,Reuse,Reuse,500,1428,212,1685
K,2021,Mun,Reservoir_new,Reservoir,SW,1000,145,,171
K,2021,Mun,Reservoir_new,Reservoir,SW,600,145,,171
F,2021,Manufacturing,Subordination,Subordination,SW,153,0,0,nan
F,2021,Power_Steam_Elec,Subordination,Subordination,SW,114,0,0,nan
K,2021,Mun,Reservoir_new,Reservoir,SW,2600,145,,171
K,2021,Mun,Reservoir_new,Reservoir,SW,4000,1436,,1694
K,2021,Mun,Reservoir_new,Reservoir,SW,770,145,,171
F,2021,Irr,Subordination,Subordination,SW,400,0,0,nan
K,2021,Mun,Reservoir_new,Reservoir,SW,1100,145,,171
K,2021,Mun,Reservoir_new,Reservoir,SW,1300,145,,171
K,2021,Mun,Reservoir_new,Reservoir,SW,250,145,,171
K,2021,Mun,Reservoir_new,Reservoir,SW,300,145,,171
K,2021,Mun,Reservoir_new,Reservoir,SW,2300,145,,171
K,2021,Mun,Reservoir_new,Reservoir,SW,1400,145,,171
K,2021,Mun,Reservoir_new,Reservoir,SW,4600,329,,388
K,2021,Mun,Reservoir_new,Reservoir,SW,400,145,,171
K,2021,Mun,Return_flows,Return_flows,SW,6000,145,,171
F,2021,Manufacturing,Subordination,Subordination,SW,29,0,0,nan
K,2021,Mun,Return_flows,Return_flows,SW,1000,145,,171
F,2021,Irr,Subordination,Subordination,SW,537,0,0,nan
K,2021,Mun,Reuse_indirect,Reuse,Reuse,14000,457,,539
K,2021,Mun,SW,Infrastructure,SW,3000,213,,251
K,2021,Mun,Water_purchase,SW contract,SW,90,1629,,1922
K,2021,Mun,Water_purchase,SW contract,SW,335,1222,,1442
K,2021,Mun,Water_purchase,SW contract,SW,35,1222,,1442
K,2021,Mun,Water_purchase,SW contract,SW,500,1167,,1377
K,2021,Mun,Develop GW,Groundwater,GW,130,721,,851
F,2021,Manufacturing,Subordination,Subordination,SW,500,0,0,nan
K,2021,Mun,Develop GW,Groundwater,GW,100,721,,851
F,2021,Power_Steam_Elec,Subordination,Subordination,SW,22,0,0,nan
O,2021,Mun,ASR,ASR,GW,200,159,,188
O,2021,Mun,ASR,ASR,GW,100,159,,188
O,2021,Mun,Conservation,Conservation,Conservation,30,326,,385
O,2021,Mun,Conservation,Conservation,Conservation,16,347,,409
O,2021,Mun,Conservation,Conservation,Conservation,49,326,,385
O,2021,Mun,Conservation,Conservation,Conservation,24,326,,385
O,2021,Mun,Conservation,Conservation,Conservation,10,347,,409
O,2021,Mun,Conservation,Conservation,Conservation,10,347,,409
O,2021,Mun,Conservation,Conservation,Conservation,115,326,,385
O,2021,Mun,Develop GW,Groundwater,GW,160,59,,70
O,2021,Mun,Develop GW,Groundwater,GW,1930,56,,66
O,2021,Mun,Develop GW,Groundwater,GW,1725,2135,395,2519
O,2021,Mun,Expand GW,Groundwater,GW,314,299,,353
O,2021,Mun,Expand GW,Groundwater,GW,75,123,,145
O,2021,Mun,Expand GW,Groundwater,GW,118,123,,145
O,2021,Mun,Infrastructure,Infrastructure,Infrastructure ,708,299,,353
